window_start,window_end,train_n,validation_n,v1_n,v1_accuracy,v1_brier,v1_log_loss,v1_auc,v2_n,v2_accuracy,v2_brier,v2_log_loss,v2_auc
2026-04-20,2026-05-10,326,276,276,0.5217391304347826,0.26034254950723523,0.71690718776364,0.5404326822096199,276,0.532608695652174,0.2539169887096725,0.7016835914510046,0.5405377021634111
2026-05-11,2026-05-31,602,278,278,0.5719424460431655,0.24659409225853304,0.6886386546861681,0.601387738193869,278,0.5719424460431655,0.24447511713121792,0.6820553500020083,0.6013359569179784
2026-06-01,2026-06-20,880,256,256,0.51953125,0.2674724351825951,0.7326286495863417,0.5116946564885496,256,0.51171875,0.25361756757597326,0.7006189067561835,0.5121832061068703
2026-06-21,2026-07-05,1136,203,203,0.5320197044334976,0.24959637025379455,0.6934345060188073,0.5773636187148127,203,0.5369458128078818,0.24643508134452827,0.6859930103637476,0.5772665501844302
2026-07-06,2026-07-16,1339,96,96,0.6041666666666666,0.25316738550896883,0.7039444030272329,0.5839130434782608,96,0.6041666666666666,0.2472182760389852,0.6875947310496661,0.5843478260869565
